Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
510	-399.273	-406.074	6.80122	1.427752	13.42511	0.0866133	0.0893002	0.111675	0.0322193	0.0705979	0.00838167	0.0338102	0.00594851	0.00319591	0.261879	0.0614476	0.00429853	0.0619576	0.0687446	0.0705862	0.0944675	0.0822104	0.198991	0.219784	0.00818151	0.0173812	0.0273353	0.00855649	0.0981619	0.0651151	0.0792776	0.00839716	0.00967279	0.466922	0.0105407	0.0328043	0.338546	0.00561933	0.213943	0.576072	1.04588	2.1641	2.742622
520	-409.564	-421.218	11.6541	1.054695	14.34108	0.0314948	0.0327215	0.136312	0.0483148	0.127982	0.0138046	0.00888284	0.0115465	0.00839468	0.196033	0.0180411	0.00581928	0.0353446	0.0482401	0.0644123	0.103887	0.196958	0.0847432	0.141773	0.00235573	0.0279474	0.0159302	0.0276108	0.12759	0.309659	0.0863117	0.0065099	0.00721244	0.176357	0.00914277	0.0157355	0.264647	0.00245452	0.147736	0.492596	1.0085	2.35117	2.39417
530	-402.943	-411.292	8.34831	1.331465	10.57923	0.0496877	0.0398991	0.0873767	0.223156	0.128178	0.00671391	0.0108094	0.0201689	0.012975	0.13421	0.0153188	0.0138447	0.0414496	0.0366568	0.0467157	0.0793828	0.146671	0.100608	0.136354	0.00902814	0.0477273	0.0566057	0.0120853	0.11008	0.200076	0.254776	0.00518911	0.0158858	0.338218	0.0119788	0.0186311	0.242774	0.000710138	0.198075	0.557868	1.03877	2.20528	2.65394
540	-395.924	-405.475	9.55134	0.8499259	13.1835	0.0505938	0.0872228	0.119949	0.0930918	0.161903	0.00838975	0.00750589	0.0199485	0.045483	0.0488042	0.01992	0.0442006	0.0586878	0.0143189	0.0326924	0.0530351	0.103855	0.110387	0.185295	0.0189771	0.0454951	0.0384828	0.018014	0.0437139	0.123833	0.29325	0.0135711	0.0385624	0.262464	0.0180735	0.0217415	0.381103	0.00375259	0.106129	0.426484	0.969883	2.4975	2.586318
550	-398.854	-403.276	4.4211	0.51109	11.80854	0.0504344	0.0885794	0.0448332	0.0919119	0.0758741	0.0156842	0.0116972	0.0363284	0.0147178	0.0189171	0.0240637	0.0825587	0.0137603	0.0294613	0.017135	0.0674585	0.0984077	0.396417	0.145087	0.0296218	0.0404589	0.0304923	0.036335	0.0252134	0.263821	0.25471	0.0147892	0.0169628	0.752204	0.0161468	0.0418848	0.214977	0.0051477	0.0354612	0.259094	0.828173	2.87727	3.066092
560	-393.261	-403.049	9.78798	0.8477852	12.73411	0.0214098	0.0472358	0.0501016	0.101979	0.0728643	0.0100853	0.00613677	0.0217546	0.0169811	0.0460396	0.0575257	0.0279509	0.00887427	0.0356106	0.0137939	0.0734757	0.137436	0.248985	0.201703	0.0056826	0.0195575	0.0249354	0.0294839	0.0361266	0.172603	0.234915	0.0338114	0.0100301	0.54499	0.0140907	0.0240411	0.212077	0.0140684	0.105679	0.425684	0.969364	2.49927	2.576356
570	-411.382	-413.684	2.30147	1.113207	8.689802	0.047719	0.182587	0.112037	0.174912	0.16784	0.010967	0.00885394	0.0393685	0.0331059	0.0186001	0.122508	0.0567701	0.00945519	0.0419476	0.0247822	0.0504752	0.0827349	0.551106	0.202698	0.00958945	0.00374531	0.0123621	0.0234255	0.0585622	0.155788	0.211907	0.0442578	0.0114624	0.216065	0.0135366	0.0923827	0.433767	0.022986	0.158972	0.508321	1.01649	2.31622	3.248304
580	-417.499	-414.813	-2.68594	0.6472262	7.511463	0.037321	0.063542	0.110842	0.282806	0.096235	0.0111224	0.00545631	0.0252545	0.0198362	0.0225368	0.0149959	0.0196965	0.0258282	0.0836621	0.0267099	0.138203	0.145429	0.844266	0.355226	0.0714391	0.00282212	0.0114089	0.0747362	0.205811	0.251338	0.142979	0.0363825	0.0225824	0.0439589	0.0328475	0.0482917	0.530249	0.0712523	0.062972	0.337528	0.903624	2.69588	3.875068
590	-414.547	-413.087	-1.45973	1.249255	8.663701	0.0233355	0.132291	0.0735534	0.378483	0.162578	0.0128853	0.00426656	0.0162106	0.0370972	0.0525849	0.0139882	0.0190146	0.0136787	0.0485073	0.0720294	0.126509	0.0484919	0.512894	0.341049	0.0323591	0.0188398	0.029544	0.0482803	0.306636	0.294487	0.0580982	0.0734303	0.0394215	0.0285178	0.0750677	0.0643517	0.454644	0.0525388	0.183866	0.540698	1.03154	2.24389	3.665665
600	-411.142	-413.506	2.36326	2.237357	10.40872	0.0460915	0.0131183	0.123114	0.136658	0.153606	0.00472652	0.00434513	0.0155553	0.0324599	0.0952953	0.0504025	0.0756742	0.0249891	0.052519	0.0329414	0.0508309	0.0315792	0.299869	0.299157	0.0667371	0.0903583	0.0785235	0.118771	0.155493	0.249382	0.0575377	0.082211	0.0499624	0.0326643	0.12205	0.044043	0.389095	0.0573864	0.320052	0.678093	1.07493	1.92692	3.137148
610	-409.225	-409.547	0.321767	0.9474261	10.74585	0.0559234	0.0339656	0.0516192	0.121289	0.134535	0.0170698	0.00174386	0.0211847	0.0188912	0.0837434	0.0195119	0.0620501	0.0064534	0.0911509	0.0226	0.0855848	0.123436	0.241932	0.155662	0.099299	0.0409845	0.034946	0.0423079	0.402606	0.383817	0.0622358	0.0617382	0.0986957	0.0273458	0.0554765	0.0285571	0.70862	0.0453835	0.126348	0.460358	0.990711	2.42258	3.44036
620	-399.844	-401.565	1.72118	1.25067	8.003495	0.0347605	0.0794259	0.0354213	0.108217	0.132086	0.0353147	0.000483404	0.021145	0.110537	0.264027	0.00819358	0.028432	0.0093399	0.0490737	0.0486627	0.153936	0.114971	0.325379	0.151996	0.041754	0.0198033	0.0250322	0.0673115	0.231035	0.492898	0.0529983	0.0282955	0.151545	0.0255666	0.0774844	0.0349771	0.261034	0.0389677	0.184115	0.541008	1.03168	2.2432	3.260105
630	-398.219	-403.554	5.33519	1.287469	11.07443	0.0505804	0.0112397	0.0799852	0.0692821	0.100874	0.0406518	0.000170718	0.00540169	0.0822192	0.123392	0.0197831	0.0331173	0.023457	0.017449	0.0220019	0.0781059	0.160582	0.348245	0.236347	0.0889985	0.0558627	0.0286086	0.16012	0.175733	0.290896	0.0894739	0.0578895	0.218438	0.0306585	0.0369918	0.0380609	0.13944	0.0246362	0.190548	0.548881	1.03505	2.22552	2.938692
640	-399.137	-406.495	7.3574	0.4750245	11.05915	0.0228918	0.0243515	0.0726952	0.0454116	0.0562411	0.0131106	6.89446e-05	0.00997118	0.0948708	0.163767	0.0333811	0.0839498	0.0150084	0.0486083	0.00703151	0.101382	0.0663477	0.218182	0.420729	0.0450198	0.03358	0.022982	0.149858	0.112067	0.33866	0.0927367	0.0663462	0.0737077	0.00570355	0.0876536	0.0564156	0.201937	0.0448521	0.0288574	0.235299	0.801209	2.93464	2.829518
650	-398.204	-409.158	10.9542	0.6036148	11.97897	0.0284987	0.072446	0.071915	0.0458714	0.117198	0.0177561	0.000247871	0.0417112	0.141616	0.323412	0.022583	0.0637789	0.0148749	0.00714229	0.00349266	0.113684	0.0714481	0.168026	0.237796	0.0307781	0.0173441	0.0190079	0.0969531	0.064957	0.3194	0.0460992	0.0323271	0.022535	0.0213713	0.0453861	0.0187078	0.0866305	0.121	0.0538545	0.314275	0.883152	2.74872	2.505995
660	-401.626	-409.701	8.07438	0.5501927	12.18374	0.0555467	0.092716	0.0950129	0.101842	0.0837746	0.0143766	0.00125131	0.0443058	0.0544535	0.285775	0.0930729	0.0224441	0.0082231	0.00602049	0.00670546	0.146864	0.0834524	0.198734	0.259164	0.0995999	0.0125658	0.0322549	0.0805147	0.0482273	0.302016	0.040257	0.0229941	0.0574229	0.0450386	0.105114	0.0233815	0.104306	0.119747	0.0430266	0.283426	0.853614	2.81993	2.747174
670	-403.676	-405.648	1.972	1.433301	9.885488	0.0643404	0.161088	0.0804591	0.159916	0.0445153	0.0170814	0.00184642	0.0261935	0.0192277	0.284607	0.120728	0.0778412	0.00636547	0.00332431	0.00518112	0.145852	0.130876	0.315193	0.0720898	0.0847615	0.0120354	0.0638306	0.0928418	0.0542184	0.548092	0.0386581	0.017589	0.0444591	0.0370519	0.033988	0.0825774	0.320655	0.0950394	0.214833	0.577064	1.04625	2.16185	3.262524
680	-394.324	-399.494	5.17004	0.9788566	8.176556	0.0399871	0.0367761	0.0754613	0.0683764	0.0801394	0.0324494	0.00731256	0.0575319	0.0163957	0.159614	0.116965	0.04004	0.0114681	0.00643972	0.00296114	0.108539	0.0843144	0.363754	0.0384246	0.161574	0.0188954	0.060033	0.265205	0.101984	0.405395	0.0944542	0.00922026	0.0434774	0.0273491	0.0650432	0.07177	0.144807	0.0684983	0.132716	0.470303	0.996406	2.40057	2.884655
690	-407.59	-407.846	0.256519	1.168058	10.41885	0.110957	0.0255587	0.0774405	0.155702	0.0274306	0.0253327	0.00925508	0.0132998	0.0192099	0.14715	0.131785	0.0180767	0.00843337	0.00529224	0.00435742	0.115126	0.0813704	0.544528	0.198185	0.0643844	0.0133333	0.173933	0.140313	0.0432667	0.595592	0.102257	0.0114128	0.107238	0.0282301	0.0200183	0.0436375	0.191235	0.18848	0.169217	0.52203	1.02309	2.28566	3.44182
700	-395.555	-403.334	7.77931	0.9751184	11.67913	0.054551	0.0704508	0.132587	0.0354859	0.0369499	0.0576023	0.00799499	0.0177585	0.04669	0.110274	0.125729	0.0410989	0.00721484	0.0035523	0.0043212	0.127575	0.0942773	0.277404	0.133388	0.0350012	0.0183929	0.167087	0.17703	0.0410917	0.368589	0.0607819	0.0198323	0.0424853	0.0269672	0.010859	0.122107	0.127104	0.141641	0.131963	0.469143	0.995752	2.40314	2.743874
710	-398.506	-399.81	1.30467	1.573976	8.89381	0.0258066	0.0669887	0.111428	0.113048	0.134185	0.0248231	0.0127695	0.0134421	0.03484	0.209937	0.0904293	0.0301907	0.00672356	0.00368307	0.0137259	0.0728107	0.189025	0.357991	0.142638	0.0549805	0.0132277	0.0329109	0.134724	0.012861	0.399802	0.0584423	0.00911739	0.0555755	0.0266643	0.00609216	0.17619	0.209579	0.470928	0.236527	0.600424	1.05449	2.10856	3.315578
720	-403.698	-405.205	1.50726	1.155704	9.01633	0.0810945	0.0570345	0.157675	0.0717713	0.0781121	0.0515533	0.0056487	0.00255558	0.0772554	0.118605	0.162292	0.02088	0.0329567	0.00353552	0.00647634	0.143375	0.157888	0.449888	0.0993821	0.0261924	0.032452	0.0169441	0.153366	0.0062215	0.335307	0.0389966	0.00492874	0.161771	0.0190759	0.00903672	0.166876	0.312306	0.28035	0.166934	0.519023	1.02167	2.29237	3.341804
730	-401.547	-404.488	2.94138	0.9720312	13.39449	0.0904647	0.0517337	0.0898496	0.0799164	0.0652859	0.0436258	0.0115879	0.00189936	0.056098	0.129116	0.0915993	0.0243303	0.0915864	0.00268947	0.0384411	0.124979	0.233492	0.353969	0.0957743	0.0386963	0.025515	0.017621	0.312705	0.0242163	0.30332	0.0781659	0.010691	0.051068	0.0424386	0.00692561	0.137175	0.133994	0.206943	0.13134	0.468181	0.995207	2.40527	3.065912
740	-409.123	-405.002	-4.12063	0.7026307	8.740202	0.0387805	0.0721401	0.141349	0.100386	0.101039	0.02435	0.00960572	0.00534605	0.107645	0.25979	0.0590919	0.035034	0.0445909	0.00296006	0.0417057	0.132646	0.13974	0.693285	0.126744	0.0716215	0.0642817	0.0121468	0.386429	0.0643029	0.279328	0.0784778	0.00537017	0.0357021	0.0349228	0.0111863	0.168757	0.14675	0.536502	0.0747503	0.364769	0.925839	2.63464	4.032007
750	-405.77	-411.092	5.32185	0.4220052	10.89984	0.0117276	0.103569	0.203257	0.104967	0.109184	0.0223195	0.00756026	0.0132955	0.0501756	0.304263	0.165261	0.0171592	0.0214797	0.00588723	0.0339495	0.0962214	0.0318463	0.292452	0.0518973	0.0630862	0.118432	0.0152195	0.205755	0.0155007	0.517991	0.0298663	0.00456984	0.0155487	0.0464495	0.0234345	0.135648	0.124885	0.0586244	0.0200128	0.197994	0.754035	3.02796	3.021482
760	-404.796	-409.9	5.10425	0.8014147	13.10833	0.0377436	0.153524	0.126408	0.0728836	0.192021	0.0189179	0.020041	0.00751819	0.0344045	0.320127	0.0731357	0.0284636	0.0228765	0.0281214	0.0755457	0.0941808	0.0915114	0.196669	0.0771026	0.044355	0.0332685	0.0103317	0.151523	0.0185058	0.330724	0.140858	0.00150471	0.0301552	0.0160171	0.0112589	0.0975168	0.142074	0.231568	0.0958597	0.407703	0.957346	2.53909	2.930859
770	-404.015	-411.26	7.24492	2.395823	12.50796	0.0332788	0.228481	0.14773	0.0500758	0.0888189	0.0176724	0.0146071	0.00304037	0.00980689	0.242974	0.0854712	0.0360257	0.0424184	0.0428923	0.0830803	0.0432196	0.0918654	0.185401	0.0780427	0.0500801	0.0246931	0.00845171	0.17004	0.0712949	0.30172	0.0663578	0.000863274	0.0238319	0.0108928	0.0466316	0.0696499	0.148671	0.140751	0.336352	0.691433	1.07734	1.89487	2.658829
780	-419.726	-420.659	0.932828	1.181891	12.59339	0.0255185	0.154802	0.134048	0.0909828	0.0556643	0.0900955	0.00575448	0.000872764	0.0401336	0.209283	0.0637277	0.0460183	0.0571883	0.044151	0.170261	0.120516	0.149437	0.120026	0.144031	0.0233892	0.0250099	0.0186885	0.273516	0.1355	0.309578	0.100311	0.0027074	0.0287609	0.0767474	0.0917464	0.0283602	0.250475	0.167589	0.171756	0.525341	1.02463	2.27827	3.254889
790	-410.256	-408.922	-1.33401	1.396434	9.524163	0.00534898	0.0743765	0.119195	0.0908061	0.0892722	0.0307682	0.00462152	0.00153299	0.0206451	0.190412	0.0166895	0.0257005	0.12755	0.0590565	0.158617	0.0462088	0.106694	0.261577	0.201199	0.0650085	0.0274884	0.0653479	0.236219	0.0264527	0.610522	0.103888	0.00222334	0.118116	0.102967	0.184778	0.0780923	0.211549	0.152934	0.208871	0.570358	1.04371	2.17706	3.615856
800	-417.903	-411.17	-6.73304	1.451916	7.110094	0.00437089	0.0619594	0.0760013	0.046615	0.103195	0.0660034	0.00551195	0.00149118	0.0141481	0.246367	0.112505	0.237926	0.0701953	0.0398131	0.121054	0.0226389	0.122575	0.641785	0.36084	0.071094	0.0558604	0.0447012	0.387025	0.0310367	0.66267	0.123165	0.00793108	0.101263	0.0278377	0.123326	0.0418016	0.210594	0.0629602	0.217798	0.580352	1.04747	2.15438	4.306261
810	-421.67	-410.376	-11.2945	0.5289622	7.822844	0.00455263	0.0425907	0.114274	0.0245361	0.122914	0.124773	0.0155001	0.00234479	0.0163756	0.497821	0.214387	0.0336478	0.0291398	0.025095	0.0611493	0.0550545	0.205949	0.551781	0.222513	0.095951	0.0318694	0.0244067	0.287516	0.0908281	0.739802	0.271949	0.0130867	0.0932816	0.0329311	0.0600834	0.0732477	0.764375	0.0560312	0.0388732	0.270403	0.840249	2.85047	4.999757
820	-410.42	-402.157	-8.2632	1.145735	6.773213	0.00193852	0.103966	0.0834091	0.00652964	0.101744	0.063652	0.0183333	0.00515179	0.0231176	0.237011	0.187422	0.0548964	0.0559078	0.00729808	0.0601846	0.150251	0.112278	0.601782	0.186705	0.141819	0.060924	0.0432625	0.129895	0.174953	0.716583	0.196717	0.0140018	0.0963357	0.0187311	0.0722539	0.0701849	0.700091	0.0676855	0.165081	0.516564	1.0205	2.29786	4.565015
830	-412.886	-413.483	0.5976	1.815845	8.717592	0.00304156	0.0637642	0.0751747	0.0171935	0.0526535	0.0320058	0.00276244	0.0348382	0.0122194	0.0456334	0.14003	0.075969	0.0733264	0.0048176	0.0348466	0.155864	0.0524099	0.3724	0.458622	0.198799	0.0703651	0.0297388	0.145838	0.244313	0.293373	0.0929514	0.0211183	0.129676	0.112535	0.0550232	0.0548873	0.13215	0.0759097	0.270255	0.633884	1.06462	2.03124	3.36425
840	-405.701	-406.787	1.08602	1.108281	12.37423	0.00254643	0.138389	0.0342912	0.0294502	0.0552899	0.0252132	0.00326726	0.0196505	0.00944185	0.21869	0.0669942	0.143995	0.0748335	0.00947038	0.030694	0.135625	0.0640389	0.482987	0.162958	0.284093	0.0691248	0.070181	0.052984	0.275112	0.262378	0.051401	0.0867793	0.097253	0.0238512	0.0553117	0.0651147	0.0970313	0.064388	0.158038	0.507043	1.01586	2.31906	3.262829
850	-398.138	-405.687	7.54816	0.907266	9.161623	0.0111383	0.0829334	0.0206857	0.0306895	0.041418	0.0309146	0.00165986	0.00846482	0.0653258	0.225336	0.040014	0.0704502	0.0757223	0.0118937	0.0325152	0.0488332	0.139319	0.407365	0.11403	0.228843	0.0265039	0.0368261	0.0312393	0.137698	0.31809	0.0606498	0.0610242	0.0326593	0.0361734	0.0385548	0.0918326	0.0527473	0.0994137	0.1181	0.446987	0.982758	2.45216	2.710964
860	-398.296	-410.582	12.2856	0.9109791	13.02398	0.041624	0.0573667	0.0140097	0.0362968	0.0144888	0.0358591	0.00245258	0.00054238	0.0211985	0.0770206	0.00918968	0.0981242	0.0559873	0.0260983	0.0220301	0.0482679	0.075389	0.198499	0.196199	0.178379	0.0844663	0.0230752	0.0393592	0.144417	0.381832	0.111649	0.0619499	0.0258274	0.0275313	0.0710132	0.0845183	0.0507713	0.0595372	0.118867	0.448256	0.983527	2.44935	2.374972
870	-397.38	-403.243	5.86283	1.152508	9.469091	0.0309808	0.0530744	0.0224881	0.00641153	0.0262749	0.0183764	0.0290789	0.00105865	0.0294012	0.196262	0.0126933	0.0530217	0.0389998	0.0182535	0.040483	0.104845	0.0968868	0.212692	0.203729	0.4939	0.0673033	0.0444561	0.143553	0.0798578	0.220809	0.134878	0.0832637	0.0133621	0.0243876	0.0172909	0.0137318	0.175887	0.175874	0.166341	0.518238	1.0213	2.29412	2.883565
880	-391.354	-399.494	8.14033	0.7054913	14.18759	0.0106176	0.0626625	0.101911	0.0139429	0.0450337	0.0154949	0.0115601	0.000373591	0.055245	0.234572	0.0347956	0.047867	0.0232371	0.010723	0.03066	0.0648491	0.0951431	0.428462	0.121792	0.135911	0.0184657	0.0534564	0.115283	0.130206	0.184056	0.0532562	0.0975814	0.0162043	0.0265576	0.0034577	0.0379822	0.322192	0.0659377	0.0753616	0.36611	0.926886	2.63164	2.669488
890	-392.331	-405.72	13.3887	0.4129523	14.08306	0.0118775	0.0819388	0.0615913	0.0861763	0.0361943	0.0126808	0.0215413	0.000183036	0.0622451	0.134468	0.0421914	0.0177864	0.0680214	0.0198738	0.0327046	0.0531876	0.109845	0.242071	0.0991302	0.0537048	0.00990912	0.0321091	0.100124	0.089897	0.327296	0.118462	0.0759433	0.0230561	0.0358864	0.00328161	0.0193074	0.160684	0.0781918	0.0186265	0.191364	0.744924	3.04509	2.32156
900	-402.062	-414.276	12.2147	0.5935522	12.96514	0.0130402	0.0688862	0.100591	0.0634532	0.0255751	0.0097377	0.00742172	0.000308376	0.0737576	0.124834	0.0433232	0.0512142	0.0269491	0.0261506	0.0994626	0.0367159	0.0491213	0.268662	0.0757062	0.106574	0.0273226	0.0086077	0.222615	0.0990697	0.283547	0.0322812	0.0882307	0.037684	0.0244125	0.00250909	0.0255323	0.140457	0.141329	0.051781	0.308669	0.877993	2.76156	2.405082
910	-390.825	-403.829	13.0043	0.4391219	12.05939	0.0133955	0.0740512	0.0713743	0.13822	0.0142784	0.0178586	0.00252898	0.00028348	0.0708033	0.15105	0.0484697	0.00772534	0.0224431	0.0144185	0.0280874	0.0394949	0.0310963	0.417254	0.115821	0.194451	0.00537142	0.0119973	0.286617	0.0389185	0.111916	0.0471401	0.0257342	0.0233972	0.0295205	0.014534	0.05113	0.156929	0.073592	0.0227391	0.21033	0.770368	2.99656	2.349901
920	-401.893	-415.497	13.6042	0.5658288	12.03903	0.00592624	0.0589143	0.0340977	0.0753961	0.0165949	0.0578428	0.00331877	0.000442378	0.0111449	0.16014	0.0814033	0.024309	0.00768276	0.0453152	0.031556	0.0457911	0.0286353	0.45041	0.0349076	0.0820285	0.01835	0.0211685	0.235159	0.0140959	0.198563	0.109337	0.0491455	0.0339449	0.0433021	0.00399982	0.0340552	0.203367	0.0688792	0.0461457	0.292736	0.862831	2.79829	2.289224
930	-399.066	-412.695	13.6283	0.5010587	13.65232	0.00256246	0.0504817	0.0266918	0.196378	0.0509195	0.0516796	0.0547972	0.00121666	0.0205533	0.0903224	0.0557096	0.0233567	0.0115267	0.0677751	0.0115538	0.0326297	0.0728399	0.23686	0.0832821	0.0581675	0.0165936	0.0421347	0.224013	0.025786	0.340316	0.0774013	0.121308	0.0564994	0.0262508	0.0161934	0.0237107	0.0758937	0.0566209	0.0335841	0.252606	0.821037	2.89277	2.302025
940	-401.176	-414.506	13.3305	0.5398575	13.79854	0.0157914	0.0498191	0.00762633	0.16106	0.0259896	0.0540829	0.0261837	0.00258604	0.0525432	0.132526	0.0514197	0.0294963	0.00907759	0.0245885	0.0307344	0.0228467	0.0627412	0.207772	0.0725593	0.0285417	0.0615623	0.0144197	0.173359	0.0283442	0.51614	0.155877	0.117292	0.0215244	0.0125407	0.0114024	0.0129594	0.0910689	0.0352874	0.0409921	0.277142	0.847235	2.83463	2.319761
950	-406.123	-414.389	8.26605	0.4826659	9.168518	0.0148102	0.0866104	0.010686	0.0625926	0.0243636	0.0247838	0.010148	0.00202341	0.0401558	0.245266	0.124887	0.0504368	0.038766	0.0747097	0.0369941	0.0497841	0.0230342	0.154312	0.230553	0.0258118	0.073792	0.00833768	0.304059	0.0455529	0.299099	0.0633941	0.160355	0.0514028	0.0154158	0.0191597	0.0340346	0.161706	0.112456	0.0302217	0.240449	0.807234	2.9221	2.679493
960	-407.35	-415.06	7.70998	0.441362	9.941306	0.015828	0.178402	0.00304714	0.0384932	0.0371895	0.0375219	0.0137261	0.00250659	0.049303	0.186458	0.0975937	0.0183124	0.0207858	0.0725134	0.0581454	0.0246137	0.0203663	0.33966	0.0953167	0.0782127	0.0214518	0.015988	0.0773764	0.11615	0.591428	0.0973282	0.0240162	0.258442	0.0083398	0.0137342	0.0397354	0.0298836	0.102498	0.0231055	0.211924	0.772423	2.99255	2.784368
970	-401.685	-419.016	17.3303	0.5447681	16.79263	0.0056277	0.0359377	0.0029045	0.0433536	0.0576625	0.0133592	0.0104779	0.00356077	0.0276916	0.23069	0.063128	0.0726206	0.0207747	0.0671354	0.0377566	0.0276392	0.0226045	0.214573	0.0638928	0.0602197	0.0114423	0.0116989	0.0510473	0.126306	0.306781	0.0747812	0.034538	0.143094	0.00220552	0.0151892	0.0303318	0.0768171	0.0520794	0.0419559	0.280141	0.850295	2.82761	2.017923
980	-390.268	-408.581	18.3131	0.5625816	21.14811	0.016624	0.0201199	0.00389093	0.0238115	0.0841686	0.00524266	0.0116358	0.00527442	0.0267947	0.12656	0.0205118	0.0434126	0.00734951	0.0400901	0.0605958	0.0324241	0.00470756	0.310199	0.106665	0.0149628	0.0117411	0.031375	0.0688877	0.185308	0.276339	0.0631976	0.0194976	0.104407	0.0158745	0.014603	0.0269603	0.0356646	0.0547777	0.0454942	0.290822	0.860959	2.80273	1.873674
990	-393.174	-411.948	18.7739	0.2413425	16.87125	0.033749	0.0557334	0.00858746	0.149747	0.0973671	0.00434149	0.0095943	0.00152025	0.0425985	0.063409	0.0221088	0.0169788	0.0159059	0.0530735	0.0258581	0.0322975	0.00541552	0.240699	0.0581064	0.0169917	0.016242	0.0394906	0.0766405	0.184256	0.209671	0.0727804	0.00527504	0.17968	0.0333739	0.00954989	0.0230674	0.0679021	0.07713	0.00173253	0.0605128	0.482869	3.45489	1.949142
1000	-396.403	-406.08	9.67677	0.4763956	13.1952	0.105928	0.0576827	0.0114876	0.0890276	0.101298	0.0157074	0.00811649	0.00491514	0.025001	0.046483	0.0130445	0.0154044	0.0303508	0.00732665	0.0187753	0.0289772	0.01244	0.363631	0.337146	0.0191529	0.0117374	0.0246982	0.079161	0.235359	0.527948	0.0676409	0.020286	0.0601938	0.0714888	0.00625615	0.00427598	0.144775	0.0391517	0.0291007	0.236227	0.802303	2.93237	2.604868
1010	-387.147	-406.393	19.2462	0.4171296	15.39872	0.105928	0.0581463	0.00493957	0.0824266	0.0574714	0.0343365	0.0142918	0.00410832	0.0286573	0.116387	0.00179247	0.0138804	0.0236394	0.00541906	0.0294554	0.0561529	0.0093	0.191353	0.106569	0.0223189	0.0306337	0.0261945	0.0810202	0.108919	0.246766	0.0456226	0.00450437	0.186829	0.0633088	0.00433079	0.00873317	0.0773715	0.0660519	0.0192612	0.194432	0.749171	3.03714	1.916858
1020	-399.966	-410.087	10.1208	0.674546	10.46369	0.0518832	0.0496212	0.00331964	0.121866	0.116017	0.041906	0.0209912	0.00156604	0.0393603	0.103338	0.000861582	0.0131007	0.0170812	0.00476998	0.0356055	0.0632656	0.0111302	0.265335	0.0718864	0.00887155	0.0496202	0.00939475	0.0861334	0.268795	0.617046	0.0363649	0.000937624	0.22322	0.0386103	0.00349838	0.0153949	0.100775	0.0526448	0.0687617	0.351269	0.915058	2.66491	2.544211
1030	-391.207	-403.138	11.9317	0.6379161	14.07285	0.0971606	0.0638061	0.00366052	0.103409	0.17898	0.0402421	0.0191402	0.00206415	0.019623	0.174013	0.00178643	0.0169145	0.0185257	0.00917022	0.0236632	0.0578302	0.00564878	0.29323	0.0772465	0.00653981	0.0747979	0.036197	0.0704581	0.115961	0.505501	0.0313999	0.00177385	0.120059	0.0348941	0.00307833	0.0205134	0.114892	0.0670525	0.0610106	0.332704	0.899495	2.70679	2.409233
1040	-401.794	-409.241	7.44773	0.4319382	10.01987	0.0524044	0.0644944	0.00503193	0.11967	0.141857	0.0446579	0.0118931	0.00535343	0.00689096	0.226324	0.00361559	0.0548035	0.0113037	0.011663	0.0202428	0.107772	0.00652261	0.258539	0.119408	0.0053797	0.035177	0.0670163	0.039633	0.403088	0.466708	0.0323439	0.00457399	0.0846845	0.0896609	0.0138033	0.0146468	0.154002	0.130842	0.0215787	0.205185	0.763651	3.00958	2.814007
1050	-396.122	-407.203	11.0807	0.642382	10.62305	0.0413348	0.0528474	0.0126381	0.107387	0.190169	0.0150064	0.01009	0.00314883	0.0519964	0.153019	0.00681796	0.0230397	0.0115073	0.028719	0.0163623	0.0604923	0.0294646	0.604304	0.133454	0.00815312	0.0902178	0.0199825	0.0976943	0.0869739	0.234365	0.0630045	0.0190503	0.0913679	0.0580367	0.0245388	0.0266825	0.064327	0.0264655	0.0619506	0.335027	0.901491	2.70153	2.462658
1060	-398.26	-410.884	12.6238	1.549397	12.07799	0.0324806	0.0164191	0.0221949	0.127716	0.21157	0.0107715	0.0144945	0.00722878	0.0356532	0.103045	0.00586588	0.0152626	0.0221019	0.0318113	0.0355475	0.0680867	0.071233	0.208098	0.0512441	0.0220707	0.0323317	0.0126272	0.0900293	0.0752946	0.427029	0.0175835	0.0304735	0.223706	0.0446666	0.0599536	0.0228784	0.0821766	0.0581121	0.232853	0.596577	1.0532	2.11737	2.289759
